"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2007","2007",20,1510184,1.3,0.8,2.0,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2008","2008",21,1511446,1.4,0.9,2.1,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2009","2009",24,1518347,1.6,1.0,2.4,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2010","2010",24,1529351,1.6,1.0,2.3,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2011","2011",19,1556552,Unreliable,0.7,1.9,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2012","2012",37,1593371,2.3,1.6,3.2,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2013","2013",28,1648750,1.7,1.1,2.5,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2014","2014",39,1718241,2.3,1.6,3.1,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2015","2015",47,1781541,2.6,1.9,3.5,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2016","2016",40,1848029,2.2,1.5,2.9,0.3
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2017","2017",55,1924500,2.9,2.2,3.7,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2018","2018",53,2048709,2.6,1.9,3.4,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2019","2019",65,2151380,3.0,2.3,3.9,0.4
,"75-79 years","75-79","Census Region 4: West","CENS-R4","2020","2020",50,2244069,2.2,1.7,2.9,0.3
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","1999","1999",Suppressed,1071128,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,1084243,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,1122619,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,1149897,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2003","2003",Suppressed,1164142,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2004","2004",Suppressed,1187552,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2005","2005",Suppressed,1196802,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2006","2006",12,1198142,Unreliable,0.5,1.7,0.3
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2007","2007",Suppressed,1202849,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2008","2008",Suppressed,1206062,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,1196975,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2010","2010",11,1191352,Unreliable,0.5,1.7,0.3
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,1183202,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2012","2012",Suppressed,1168564,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2013","2013",Suppressed,1144993,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2014","2014",Suppressed,1123644,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2015","2015",Suppressed,1111934,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2016","2016",Suppressed,1108733,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2017","2017",Suppressed,1126133,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2018","2018",15,1141286,Unreliable,0.7,2.2,0.3
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,1165363,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 1: Northeast","CENS-R1","2020","2020",20,1179989,1.7,1.0,2.6,0.4
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","1999","1999",Suppressed,1193251,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2000","2000",Suppressed,1201892,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2001","2001",Suppressed,1236752,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2002","2002",Suppressed,1265520,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2003","2003",Suppressed,1283187,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2004","2004",Suppressed,1306985,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2005","2005",Suppressed,1323879,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2006","2006",Suppressed,1331053,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2007","2007",Suppressed,1338205,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2008","2008",Suppressed,1345255,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2009","2009",Suppressed,1337834,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,1335948,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2011","2011",Suppressed,1335208,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,1321195,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2013","2013",10,1303451,Unreliable,0.4,1.4,0.2
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2014","2014",Suppressed,1286846,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2015","2015",Suppressed,1282610,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2016","2016",13,1285690,Unreliable,0.5,1.7,0.3
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2017","2017",10,1300664,Unreliable,0.4,1.4,0.2
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2018","2018",10,1328343,Unreliable,0.4,1.4,0.2
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2019","2019",14,1358381,Unreliable,0.6,1.7,0.3
,"80-84 years","80-84","Census Region 2: Midwest","CENS-R2","2020","2020",12,1375607,Unreliable,0.5,1.5,0.3
,"80-84 years","80-84","Census Region 3: South","CENS-R3","1999","1999",Suppressed,1669203,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2000","2000",Suppressed,1691306,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2001","2001",Suppressed,1758648,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2002","2002",Suppressed,1815545,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2003","2003",Suppressed,1856971,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2004","2004",Suppressed,1906138,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2005","2005",11,1938769,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2006","2006",17,1959200,Unreliable,0.5,1.4,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2007","2007",11,1981124,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2008","2008",16,2008489,Unreliable,0.5,1.3,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2009","2009",16,2021132,Unreliable,0.5,1.3,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2010","2010",17,2035620,Unreliable,0.5,1.3,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2011","2011",12,2067854,Unreliable,0.3,1.0,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2012","2012",10,2083332,Unreliable,0.2,0.9,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2013","2013",15,2101177,Unreliable,0.4,1.2,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2014","2014",17,2119308,Unreliable,0.5,1.3,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2015","2015",21,2157011,1.0,0.6,1.5,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2016","2016",25,2202147,1.1,0.7,1.7,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2017","2017",24,2248150,1.1,0.7,1.6,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2018","2018",17,2323070,Unreliable,0.4,1.2,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2019","2019",23,2408409,1.0,0.6,1.4,0.2
,"80-84 years","80-84","Census Region 3: South","CENS-R3","2020","2020",21,2479653,0.8,0.5,1.3,0.2
,"80-84 years","80-84","Census Region 4: West","CENS-R4","1999","1999",Suppressed,948726,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2000","2000",Suppressed,967926,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2001","2001",Suppressed,1020186,Suppressed,Suppressed,Suppressed,Suppressed
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2002","2002",14,1063441,Unreliable,0.7,2.2,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2003","2003",15,1094296,Unreliable,0.8,2.3,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2004","2004",11,1127829,Unreliable,0.5,1.7,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2005","2005",17,1151743,Unreliable,0.9,2.4,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2006","2006",23,1159722,2.0,1.3,3.0,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2007","2007",23,1164898,2.0,1.3,3.0,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2008","2008",16,1170553,Unreliable,0.8,2.2,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2009","2009",12,1171770,Unreliable,0.5,1.8,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2010","2010",15,1180407,Unreliable,0.7,2.1,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2011","2011",24,1200279,2.0,1.3,3.0,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2012","2012",16,1209960,Unreliable,0.8,2.1,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2013","2013",10,1219017,Unreliable,0.4,1.5,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2014","2014",17,1230568,Unreliable,0.8,2.2,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2015","2015",21,1247786,1.7,1.0,2.6,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2016","2016",14,1269069,Unreliable,0.6,1.9,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2017","2017",20,1290343,1.5,0.9,2.4,0.3
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2018","2018",24,1334609,1.8,1.2,2.7,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2019","2019",27,1385054,1.9,1.3,2.8,0.4
,"80-84 years","80-84","Census Region 4: West","CENS-R4","2020","2020",24,1429465,1.7,1.1,2.5,0.3
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 1: Northeast","CENS-R1","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2013","2013",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 2: Midwest","CENS-R2","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2003","2003",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"85-89 years","85-89","Census Region 3: South","CENS-R3","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
